0,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,DSL,Fiber optic,NoInternet,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn
1497,0,0,1,1,51,1,0,0,1,0,1,1,0,0,0,0,1,79.15,4018.55,0
1498,1,1,0,0,15,1,1,0,1,0,0,0,0,0,0,0,0,75.65,1146.65,1
1499,1,1,1,0,64,1,1,0,1,0,0,1,1,0,0,1,1,94.25,6081.40,0
1500,0,0,0,0,37,0,0,1,0,0,0,0,1,0,0,1,1,40.20,1478.85,0
1501,1,0,0,0,13,1,0,0,0,1,0,0,0,0,0,0,0,19.95,243.65,0
1502,1,0,1,0,49,1,1,1,0,0,1,0,0,0,0,0,1,55.35,2633.95,0
1503,0,1,0,0,45,1,1,0,1,0,0,0,1,0,1,1,1,102.15,4735.35,0
1504,0,0,0,0,18,1,0,0,1,0,0,0,0,0,0,0,1,71.10,1247.75,0
1505,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,74.70,74.70,1
1506,1,0,1,0,68,0,0,1,0,0,1,0,1,0,1,1,1,54.10,3794.50,0
1507,1,0,0,0,54,1,0,0,0,1,0,0,0,0,0,0,0,19.65,1008.70,0
1508,0,1,1,1,23,1,0,0,1,0,0,1,1,0,0,1,1,88.45,2130.55,0
1509,1,0,0,0,17,1,0,0,1,0,0,0,1,0,0,0,1,76.65,1313.55,1
1510,1,0,1,0,71,1,1,1,0,0,1,1,1,1,0,1,0,80.40,5727.15,0
1511,0,0,1,1,67,1,0,0,0,1,0,0,0,0,0,0,1,19.25,1372.90,0
1512,0,0,1,1,14,1,1,0,1,0,0,0,0,0,1,0,1,84.80,1203.90,0
1513,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,25.80,25.80,1
1514,0,0,0,1,63,1,0,0,0,1,0,0,0,0,0,0,0,19.50,1215.10,0
1515,0,0,0,0,41,1,1,1,0,0,0,0,1,1,0,1,1,68.60,2877.05,0
1516,0,0,1,0,17,1,1,0,1,0,0,0,0,0,1,1,0,92.60,1579.70,0
1517,1,0,1,0,56,1,1,0,1,0,1,0,0,0,1,1,1,100.55,5514.95,0
1518,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,20.55,96.10,0
1519,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,1,1,42.60,72.40,1
1520,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,1,19.60,55.25,0
1521,1,0,0,0,37,1,1,1,0,0,1,1,1,1,0,0,0,67.45,2443.30,0
1522,0,0,0,0,29,1,0,1,0,0,1,1,1,0,0,1,1,68.85,1970.50,1
1523,1,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,43.55,335.40,0
1524,0,0,0,0,63,1,1,0,1,0,0,1,1,1,1,1,1,109.85,7002.95,0
1525,0,0,1,1,7,1,0,0,0,1,0,0,0,0,0,0,0,20.65,158.95,0
1526,0,0,0,0,3,1,0,0,1,0,0,1,0,0,1,1,0,95.40,293.15,0
1527,1,0,1,1,72,1,0,0,0,1,0,0,0,0,0,0,0,21.00,1493.75,0
1528,0,0,0,0,19,1,0,1,0,0,0,0,0,0,0,1,1,56.20,1093.40,0
1529,0,0,1,0,59,1,0,0,0,1,0,0,0,0,0,0,0,18.40,1057.85,0
1530,1,0,1,1,2,1,0,0,1,0,0,0,1,1,0,1,0,90.00,190.05,1
1531,0,0,1,1,35,1,1,0,0,1,0,0,0,0,0,0,1,25.75,882.55,0
1532,1,0,0,0,14,1,0,0,0,1,0,0,0,0,0,0,0,19.60,300.40,0
1533,0,0,0,0,14,1,0,0,1,0,0,0,1,0,0,0,0,75.35,1025.95,1
1534,0,0,1,1,69,1,0,0,0,1,0,0,0,0,0,0,0,19.80,1436.95,0
1535,1,1,1,0,7,1,1,1,0,0,1,1,0,1,0,0,0,64.20,475.00,0
1536,1,0,1,1,69,1,0,1,0,0,1,1,1,1,1,0,1,75.75,5388.15,0
1537,0,0,1,1,72,1,1,1,0,0,0,1,0,1,1,1,1,78.95,5730.15,0
1538,1,0,0,0,8,1,1,0,1,0,0,1,0,0,1,1,0,100.85,819.55,1
1539,0,0,1,1,4,1,0,1,0,0,1,0,0,0,0,0,0,50.30,217.10,0
1540,1,0,1,1,63,1,0,0,1,0,0,1,1,0,0,0,1,80.30,4896.35,0
1541,1,0,0,0,72,1,0,0,0,1,0,0,0,0,0,0,0,19.85,1434.10,0
1542,0,0,0,0,46,1,0,0,0,1,0,0,0,0,0,0,1,21.10,937.10,0
1543,0,0,1,0,5,1,0,0,1,0,0,0,0,0,0,0,0,69.95,330.15,1
1544,1,0,1,0,30,1,0,1,0,0,0,0,1,0,0,0,1,50.00,1474.90,0
1545,1,0,0,0,63,1,1,0,1,0,0,1,1,0,1,1,1,104.75,6536.50,0
1546,0,0,0,0,60,1,0,0,0,1,0,0,0,0,0,0,0,19.85,1128.10,0
1547,0,0,1,0,63,1,1,0,1,0,0,1,1,0,1,1,1,107.50,6873.75,1
1548,1,0,1,1,25,1,0,0,1,0,0,0,0,1,1,0,0,85.90,2199.05,0
1549,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,45.85,45.85,1
1550,1,1,1,0,6,1,1,0,1,0,0,0,1,0,0,0,1,80.80,457.10,0
1551,1,0,0,0,22,1,1,0,0,1,0,0,0,0,0,0,0,25.25,566.50,0
1552,0,0,1,1,31,1,1,1,0,0,0,1,0,1,1,1,0,80.55,2471.60,0
1553,0,0,1,1,39,1,0,0,1,0,0,0,1,1,0,0,1,81.50,3107.30,0
1554,1,0,0,0,26,1,0,0,0,1,0,0,0,0,0,0,0,20.90,518.30,0
1555,0,0,1,0,53,1,0,0,1,0,1,1,1,0,1,1,1,106.10,5769.75,1
1556,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,91.70,91.70,1
1557,1,0,0,0,12,1,1,1,0,0,1,1,0,1,0,0,1,67.25,832.30,0
1558,0,0,0,0,16,1,1,0,1,0,0,1,1,0,0,1,1,95.60,1555.65,1
1559,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,20.35,45.30,0
1560,1,0,0,1,39,0,0,1,0,0,1,0,0,1,1,0,0,45.05,1790.60,0
1561,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,74.95,74.95,1
1562,0,0,1,1,7,0,0,1,0,0,1,0,0,1,0,0,0,34.65,246.60,0
1563,1,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,69.35,261.65,0
1564,1,1,0,0,10,1,1,0,1,0,0,0,0,0,1,1,1,95.35,898.35,1
1565,0,0,0,0,55,1,0,0,1,0,0,1,1,0,0,0,1,81.55,4509.50,0
1566,1,0,1,1,72,1,0,1,0,0,0,1,1,0,1,1,1,75.40,5480.25,0
1567,0,0,1,0,10,1,0,1,0,0,0,0,1,0,1,1,1,67.80,653.15,0
1568,1,1,0,0,11,1,1,0,1,0,0,1,1,1,1,1,1,111.40,1183.05,0
1569,0,0,1,1,15,1,0,1,0,0,0,0,0,0,0,0,0,46.30,639.45,0
1570,0,0,1,1,23,1,0,0,0,1,0,0,0,0,0,0,0,20.40,478.75,0
1571,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,20.05,20.05,0
1572,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,45.00,127.10,1
1573,1,0,1,1,47,1,0,0,1,0,1,1,1,0,0,1,1,96.10,4391.45,0
1574,0,0,0,1,15,1,0,0,0,1,0,0,0,0,0,0,0,19.65,270.60,0
1575,1,0,0,0,66,1,0,0,1,0,0,1,1,0,1,1,0,99.50,6710.50,1
1576,0,1,1,0,68,1,0,1,0,0,0,1,1,1,0,0,1,60.65,3975.90,0
1577,0,0,1,1,17,1,0,0,1,0,0,0,1,1,1,1,0,98.60,1704.95,1
1578,0,0,0,0,7,1,0,1,0,0,0,0,0,1,1,0,1,59.50,415.95,1
1579,1,1,1,0,12,1,0,0,1,0,0,0,0,0,0,1,1,80.45,950.20,1
1580,0,1,1,0,21,1,1,1,0,0,0,1,1,0,0,1,0,71.70,1497.05,0
1581,1,0,0,0,21,0,0,1,0,0,0,1,0,1,0,0,1,36.00,780.15,0
1582,0,0,1,1,56,1,1,1,0,0,1,0,0,0,1,0,0,65.20,3512.15,0
1583,0,0,1,1,6,1,1,1,0,0,0,0,0,0,0,0,1,48.95,273.25,0
1584,0,1,0,0,65,0,0,1,0,0,0,1,1,0,1,1,1,53.50,3517.90,0
1585,1,0,1,0,42,1,1,1,0,0,1,0,0,1,1,1,0,80.45,3375.90,0
1586,0,0,1,1,68,1,1,0,1,0,1,0,1,1,1,1,1,109.05,7508.55,0
1587,1,0,1,1,48,1,1,0,0,1,0,0,0,0,0,0,0,26.30,1245.05,0
1588,0,1,0,0,50,1,1,0,1,0,0,1,0,1,1,1,1,106.80,5347.95,0
1589,0,1,0,0,7,1,0,1,0,0,0,1,1,0,1,0,1,64.95,493.65,0
1590,0,0,1,1,63,1,0,0,0,1,0,0,0,0,0,0,0,19.35,1263.85,0
1591,1,0,0,0,17,1,0,0,0,1,0,0,0,0,0,0,0,21.10,385.55,0
1592,0,0,1,1,42,1,0,0,1,0,0,0,0,0,1,0,1,77.95,3384.00,1
1593,1,0,1,1,4,1,0,0,0,1,0,0,0,0,0,0,0,18.85,84.20,0
1594,0,0,0,1,62,1,1,0,0,1,0,0,0,0,0,0,0,26.00,1638.70,0
1595,1,1,0,0,2,1,0,0,1,0,0,1,0,0,0,0,1,74.70,165.40,1
1596,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,70.35,120.25,0
1597,1,0,1,0,48,1,1,0,1,0,1,1,1,0,1,0,1,96.90,4473.45,0
1598,1,0,1,0,27,1,0,0,0,1,0,0,0,0,0,0,0,19.55,520.55,0
1599,0,0,1,1,70,1,0,1,0,0,0,1,1,1,1,1,1,80.40,5717.85,0
1600,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,88.80,88.80,1
1601,1,0,1,0,46,1,1,0,1,0,0,1,1,0,1,0,1,94.65,4312.50,0
1602,1,0,0,0,30,1,0,0,1,0,0,0,0,0,1,1,1,90.25,2755.35,1
1603,0,0,0,0,15,1,1,1,0,0,1,0,0,0,0,1,1,64.65,994.55,1
1604,1,0,1,1,69,1,1,0,1,0,0,1,1,0,1,0,0,95.75,6511.25,0
1605,1,0,0,0,65,1,0,0,0,1,0,0,0,0,0,0,1,19.55,1218.65,0
1606,1,1,1,1,72,1,0,0,1,0,1,0,1,1,1,1,1,104.10,7447.70,0
1607,1,1,1,0,13,1,0,0,1,0,0,1,0,1,0,1,1,89.05,1169.35,1
1608,1,0,0,0,17,1,0,0,0,1,0,0,0,0,0,0,1,20.10,279.50,0
1609,1,0,1,0,51,1,1,0,1,0,1,0,1,1,1,1,1,111.55,5720.35,0
1610,1,0,1,1,51,1,0,1,0,0,1,1,0,1,0,0,0,60.50,3121.45,0
1611,0,0,1,0,72,1,1,1,0,0,1,1,1,1,1,1,1,90.95,6468.60,0
1612,1,0,1,1,67,1,1,0,1,0,0,1,1,0,0,0,0,87.40,5918.80,1
1613,1,0,0,0,34,1,0,0,0,1,0,0,0,0,0,0,0,19.70,675.60,0
1614,1,0,1,0,67,0,0,1,0,0,1,1,0,1,0,1,1,50.95,3521.70,0
1615,0,0,1,0,49,1,0,0,0,1,0,0,0,0,0,0,1,20.05,923.10,0
1616,1,0,1,1,53,1,0,0,0,1,0,0,0,0,0,0,1,19.40,1110.35,0
1617,1,0,0,0,27,1,1,1,0,0,0,0,1,1,0,0,0,59.45,1611.65,0
1618,0,1,0,0,23,1,0,0,1,0,0,1,0,0,1,1,1,94.75,2293.60,1
1619,1,0,0,0,69,1,1,1,0,0,1,1,1,1,0,1,1,81.50,5553.25,0
1620,0,0,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,29.05,44.75,0
1621,0,0,0,0,35,1,1,0,1,0,0,0,0,0,1,0,1,86.45,3029.10,1
1622,0,0,1,0,46,1,0,1,0,0,1,1,0,1,0,1,0,70.60,3231.05,0
1623,0,0,0,0,54,1,1,0,1,0,0,1,0,0,1,1,1,97.20,5129.45,0
1624,0,0,1,0,56,1,1,0,1,0,0,1,0,0,1,1,1,98.25,5508.35,1
1625,0,0,1,0,9,1,0,0,1,0,0,0,1,0,0,0,1,75.75,655.90,1
1626,1,0,0,0,20,1,1,1,0,0,1,0,0,1,0,0,0,59.20,1191.20,0
1627,1,0,0,0,11,1,0,0,1,0,0,1,0,0,0,0,1,75.90,866.40,0
1628,0,1,1,0,30,1,1,0,1,0,0,1,0,0,1,0,1,90.05,2627.20,0
1629,1,0,1,0,68,1,0,1,0,0,1,1,1,0,0,1,0,70.95,4741.45,0
1630,1,1,1,0,38,1,1,0,1,0,0,1,1,0,1,1,1,102.60,4009.20,0
1631,0,1,1,0,17,1,1,0,1,0,1,0,1,0,0,0,1,85.35,1463.45,1
1632,1,0,0,0,48,1,1,0,1,0,0,1,1,0,1,1,1,106.10,5082.80,1
1633,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,43.80,43.80,0
1634,1,0,1,1,63,0,0,1,0,0,1,1,1,0,1,1,0,59.00,3707.60,0
1635,0,0,0,0,3,1,0,1,0,0,0,0,1,0,1,1,1,69.95,220.45,0
1636,0,0,0,0,48,1,1,0,0,1,0,0,0,0,0,0,0,24.35,1133.70,0
1637,1,0,0,0,66,0,0,1,0,0,0,0,0,1,0,0,0,29.45,1983.15,0
1638,0,0,1,1,68,1,1,0,1,0,0,1,1,0,0,0,1,84.40,5746.75,0
1639,1,1,0,0,17,1,0,1,0,0,0,0,0,0,0,0,1,45.05,770.60,1
1640,0,0,1,1,7,1,0,0,0,1,0,0,0,0,0,0,0,20.65,134.05,0
1641,1,0,1,0,72,1,1,1,0,0,1,1,1,1,1,1,1,87.10,6230.10,0
1642,0,0,1,0,29,1,0,0,0,1,0,0,0,0,0,0,0,19.85,573.05,0
1643,1,0,1,0,37,1,0,0,1,0,0,0,1,1,0,1,1,90.35,3419.30,0
1644,0,0,0,0,34,1,1,0,1,0,1,1,1,0,1,1,1,109.80,3587.25,1
1645,0,1,0,0,42,1,1,0,1,0,0,0,0,0,1,0,1,84.65,3541.35,1
1646,0,0,1,1,59,1,1,1,0,0,1,1,0,1,0,0,0,65.50,3801.30,0
1647,1,0,1,1,11,1,0,0,1,0,0,0,0,0,1,0,1,79.50,868.50,1
1648,1,1,1,1,60,1,1,0,1,0,1,0,0,0,0,0,1,80.95,4859.10,0
1649,0,0,0,0,27,1,0,1,0,0,0,1,0,1,0,0,1,56.15,1439.35,0
1650,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,85.80,85.80,1
1651,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,79.10,79.10,1
1652,1,0,1,0,17,0,0,1,0,0,1,0,1,0,0,0,0,34.40,592.75,0
1653,1,0,1,0,58,1,0,0,0,1,0,0,0,0,0,0,0,20.75,1185.95,0
1654,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,18.80,18.80,0
1655,0,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,44.30,134.50,1
1656,0,0,0,0,53,1,1,0,1,0,1,1,1,0,0,0,0,90.80,4921.20,0
1657,1,0,0,0,35,1,1,0,0,1,0,0,0,0,0,0,1,25.60,901.25,0
1658,1,0,1,1,50,1,1,0,1,0,1,0,1,0,1,1,0,105.95,5341.80,1
1659,1,0,1,1,68,1,1,1,0,0,0,1,0,1,0,1,0,70.80,4859.95,0
1660,1,0,1,0,47,1,1,0,0,1,0,0,0,0,0,0,0,25.40,1139.20,0
1661,0,1,1,0,65,1,1,0,1,0,0,1,1,0,1,1,1,108.80,7082.45,0
1662,1,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,1,69.75,324.60,1
1663,1,0,1,0,51,1,1,0,1,0,0,0,0,0,1,1,1,94.65,4812.75,1
1664,0,0,0,0,46,1,1,0,1,0,0,0,0,0,1,1,0,96.05,4399.50,1
1665,0,0,0,0,9,1,1,0,1,0,0,0,0,0,0,0,1,76.85,663.55,0
1666,0,0,0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,20.25,174.65,0
1667,1,0,0,0,14,1,1,0,0,1,0,0,0,0,0,0,1,24.80,321.70,0
1668,0,0,0,0,45,1,1,0,1,0,1,1,1,1,1,1,1,115.65,5125.50,0
1669,0,0,0,0,8,1,1,0,1,0,0,0,0,0,0,0,1,74.60,548.90,0
1670,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,50.15,50.15,1
1671,1,0,1,1,66,1,0,0,1,0,1,1,1,0,1,1,1,103.15,7031.30,0
1672,1,0,1,1,72,1,1,1,0,0,1,1,1,1,0,0,0,72.10,5016.65,0
1673,0,0,1,0,41,1,1,0,1,0,1,1,1,1,1,1,1,113.60,4594.95,1
1674,0,0,1,1,23,1,1,0,0,1,0,0,0,0,0,0,0,25.10,611.45,0
1675,0,0,0,0,29,1,0,0,1,0,0,0,0,0,1,0,1,78.90,2384.15,1
1676,0,0,0,0,4,1,1,0,1,0,1,0,0,0,0,0,1,80.15,319.85,0
1677,1,0,1,1,6,1,1,0,0,1,0,0,0,0,0,0,0,25.40,153.30,0
1678,0,1,1,0,67,1,1,0,1,0,1,1,1,1,0,1,1,105.40,7035.60,0
1679,1,1,0,1,7,1,0,1,0,0,0,0,0,0,0,0,1,45.75,344.20,0
1680,1,0,1,1,56,1,1,0,0,1,0,0,0,0,0,0,1,24.45,1431.65,0
1681,0,0,1,0,72,1,1,0,0,1,0,0,0,0,0,0,0,25.00,1849.20,0
1682,1,0,1,0,72,1,1,1,0,0,1,1,1,0,1,1,1,85.25,6083.10,0
1683,1,0,1,1,23,1,0,0,0,1,0,0,0,0,0,0,0,19.60,426.65,0
1684,0,0,0,1,35,1,1,1,0,0,0,0,0,0,0,0,0,50.15,1655.35,0
1685,1,1,1,0,27,1,0,0,1,0,0,0,0,0,0,0,1,70.55,1943.90,0
1686,0,0,1,1,26,1,1,1,0,0,0,1,0,1,0,0,1,60.05,1616.15,1
1687,1,0,1,1,12,1,1,0,0,1,0,0,0,0,0,0,0,26.40,314.95,0
1688,0,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,20.15,804.85,0
1689,1,0,1,1,7,0,0,1,0,0,1,1,1,0,1,1,0,58.85,465.70,0
1690,1,0,1,1,70,1,1,0,1,0,1,1,0,0,1,0,1,97.55,6669.05,0
1691,1,0,1,1,60,1,0,0,0,1,0,0,0,0,0,0,0,19.65,1161.75,0
1692,1,0,1,1,39,0,0,1,0,0,0,0,0,0,0,0,1,25.25,947.75,0
1693,1,0,1,0,72,1,1,0,1,0,1,1,1,1,1,1,0,114.45,8375.05,0
1694,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,34.70,34.70,1
1695,1,0,1,1,54,1,1,1,0,0,0,1,0,1,1,0,1,70.70,3770.00,0
1696,1,0,0,0,3,1,1,0,1,0,0,0,0,0,0,1,1,85.30,264.80,1
1697,0,0,1,1,63,1,0,1,0,0,1,1,1,1,1,0,0,75.55,4707.85,0
1698,1,0,1,1,71,1,1,0,1,0,0,1,0,1,0,0,1,84.80,6152.40,0
1699,0,0,0,0,42,1,0,0,0,1,0,0,0,0,0,0,1,20.65,958.10,0
1700,1,0,0,0,47,1,0,0,0,1,0,0,0,0,0,0,0,20.45,943.00,0
1701,0,0,1,1,66,1,1,0,1,0,0,1,1,0,1,1,1,102.45,6615.15,1
1702,0,0,1,0,21,1,1,0,1,0,1,0,1,0,1,1,1,104.40,2200.25,1
1703,1,0,0,0,11,0,0,1,0,0,0,1,0,1,0,0,1,35.65,425.10,0
1704,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,99.75,99.75,1
1705,0,1,1,0,55,1,1,0,1,0,0,1,1,1,0,0,0,90.45,5044.80,0
1706,1,0,0,0,69,1,1,0,1,0,0,1,1,1,1,0,1,97.65,6743.55,0
1707,0,1,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,73.85,196.40,0
1708,1,0,0,0,4,1,0,1,0,0,0,0,1,1,1,1,1,74.40,299.70,1
1709,1,1,0,0,30,1,1,1,0,0,0,0,1,1,1,0,1,69.10,2093.90,0
1710,0,0,0,0,5,1,1,0,1,0,0,0,1,1,0,0,1,82.75,417.75,0
1711,0,0,1,0,71,1,1,0,0,1,0,0,0,0,0,0,1,24.40,1725.40,0
1712,0,0,0,0,29,1,1,1,0,0,0,1,0,0,0,0,1,55.25,1620.20,0
1713,1,0,1,0,52,1,1,1,0,0,0,1,0,1,0,0,0,61.35,3169.55,0
1714,1,0,0,0,68,1,1,1,0,0,1,1,1,0,0,1,0,76.75,5233.25,0
1715,0,0,1,1,46,1,0,0,0,1,0,0,0,0,0,0,0,19.40,967.85,0
1716,1,0,0,0,8,1,0,1,0,0,0,0,0,0,0,1,1,54.75,438.05,0
1717,1,0,1,0,72,1,0,0,0,1,0,0,0,0,0,0,0,19.70,1421.90,0
1718,0,0,0,0,17,1,0,0,0,1,0,0,0,0,0,0,0,19.90,323.15,0
1719,1,0,0,0,3,1,0,0,1,0,0,1,1,1,1,1,1,107.95,318.60,0
1720,0,1,0,0,2,1,0,0,1,0,0,1,0,0,1,0,1,83.80,163.70,0
1721,0,0,0,0,9,1,0,0,1,0,1,0,0,0,0,0,1,74.25,639.65,1
1722,0,0,0,0,51,0,0,1,0,0,0,1,1,0,1,1,1,56.40,2928.50,0
1723,0,0,1,1,6,1,0,0,0,1,0,0,0,0,0,0,0,20.10,100.35,0
1724,0,0,1,0,3,1,1,0,1,0,0,0,0,0,1,1,0,94.90,273.20,0
1725,0,1,0,0,17,1,1,0,1,0,0,0,0,0,1,1,1,94.20,1608.15,0
1726,1,0,1,0,30,1,1,1,0,0,0,0,0,0,0,0,0,49.90,1441.95,0
1727,1,0,0,0,31,1,1,1,0,0,0,1,0,1,1,0,1,71.05,2168.15,0
1728,0,0,0,0,45,1,0,1,0,0,1,0,1,1,1,1,0,81.65,3618.70,0
1729,1,0,1,0,64,1,1,0,1,0,1,1,1,0,0,0,0,89.45,5692.65,0
1730,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,59.85,59.85,1
1731,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,69.60,69.60,1
1732,1,1,1,1,61,1,1,0,1,0,0,1,0,0,1,1,0,99.00,5969.30,0
1733,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,19.05,19.05,0
1734,1,0,0,0,9,0,0,1,0,0,0,0,0,0,1,1,1,45.40,418.80,1
1735,1,0,1,1,72,1,1,0,1,0,1,1,1,1,1,1,0,114.45,8100.55,0
1736,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,19.50,19.50,1
1737,0,0,1,0,7,1,0,1,0,0,0,0,0,0,0,0,1,44.25,313.45,0
1738,0,0,1,0,66,1,1,0,1,0,0,1,1,1,0,0,1,90.55,6130.95,0
1739,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,69.90,69.90,1
1740,1,0,1,1,40,1,0,0,0,1,0,0,0,0,0,0,1,20.40,745.30,0
1741,1,0,0,0,16,1,1,1,0,0,0,1,1,0,0,1,1,71.40,1212.10,0
1742,0,0,0,0,2,1,0,0,1,0,0,1,0,0,1,0,1,87.15,183.75,1
1743,1,0,1,0,67,1,1,0,0,1,0,0,0,0,0,0,0,24.85,1583.50,0
1744,0,0,1,0,41,1,0,0,1,0,1,1,1,0,1,1,1,104.45,4162.05,0
1745,0,0,1,1,56,1,0,0,0,1,0,0,0,0,0,0,1,19.80,1119.90,0
1746,0,0,0,0,72,1,1,0,1,0,1,1,1,1,1,1,1,116.45,8013.55,0
1747,0,0,1,1,3,1,1,0,1,0,0,0,0,0,0,1,1,84.75,264.85,1
1748,0,0,1,0,54,1,0,0,0,1,0,0,0,0,0,0,0,20.05,1102.40,0
1749,1,1,0,0,52,1,1,0,1,0,0,1,1,1,1,1,1,110.75,5832.00,0
1750,0,0,0,0,50,1,0,0,1,0,0,0,1,1,0,1,1,89.70,4304.50,0
1751,1,0,0,0,14,1,1,0,1,0,0,0,0,1,1,0,1,89.95,1178.40,1
1752,1,0,1,0,27,1,0,1,0,0,1,0,0,0,0,0,0,48.70,1421.75,0
1753,0,1,1,0,72,1,1,0,1,0,1,1,1,1,0,0,1,96.60,6827.50,0
1754,1,0,0,0,62,1,0,1,0,0,1,1,0,0,1,1,1,74.30,4698.05,0
1755,0,0,0,0,12,1,0,1,0,0,0,1,0,1,0,0,1,54.30,654.50,0
1756,0,1,0,0,44,1,0,1,0,0,0,0,1,1,1,1,0,74.85,3268.05,0
1757,1,0,1,1,54,1,0,0,1,0,0,1,0,1,0,0,1,79.95,4362.05,0
1758,0,0,0,0,68,1,0,0,0,1,0,0,0,0,0,0,0,20.05,1386.90,0
1759,1,0,0,0,20,1,0,0,0,1,0,0,0,0,0,0,0,19.40,415.40,0
1760,1,0,1,1,50,1,1,1,0,0,0,0,1,0,0,0,0,54.90,2614.10,0
1761,1,0,0,0,58,1,1,0,0,1,0,0,0,0,0,0,1,24.45,1513.60,0
1762,1,0,1,1,35,1,1,0,1,0,0,1,0,0,1,0,1,89.65,3161.60,0
1763,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,45.40,80.95,0
1764,1,0,1,1,63,1,1,1,0,0,1,0,1,1,0,1,0,75.70,4676.70,0
1765,0,0,1,0,58,1,1,0,1,0,1,1,1,0,1,1,1,110.65,6526.65,0
1766,0,0,1,1,27,1,0,0,0,1,0,0,0,0,0,0,1,20.55,583.30,0
1767,0,0,1,0,71,1,1,0,1,0,1,1,1,1,1,1,1,115.15,8078.10,0
1768,0,0,0,0,63,1,0,1,0,0,0,0,1,0,0,1,0,58.55,3503.50,0
1769,1,0,1,0,71,1,1,0,1,0,0,1,1,0,0,1,1,93.25,6669.45,0
1770,0,1,0,0,41,1,1,0,1,0,1,1,1,0,1,1,1,113.20,4689.50,1
1771,1,1,0,0,13,1,0,0,1,0,0,0,0,0,1,1,1,90.50,1201.15,1
1772,1,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,79.00,143.65,1
1773,0,0,1,1,68,1,0,0,0,1,0,0,0,0,0,0,1,19.35,1292.65,0
1774,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,48.75,48.75,0
1775,1,1,0,0,65,1,1,0,1,0,1,0,1,1,1,1,1,109.05,7108.20,0
1776,1,1,1,0,72,1,1,0,0,1,0,0,0,0,0,0,1,25.00,1802.55,0
1777,0,0,0,0,28,1,1,1,0,0,0,0,0,1,0,0,1,54.90,1505.15,0
1778,1,0,1,1,72,1,1,0,0,1,0,0,0,0,0,0,0,24.75,1859.10,0
1779,0,0,0,0,2,1,0,0,1,0,1,1,0,0,1,0,1,91.15,168.50,0
1780,0,0,0,1,18,1,0,0,0,1,0,0,0,0,0,0,0,20.15,390.85,1
1781,1,1,1,0,60,1,1,0,1,0,0,1,1,0,1,1,1,104.35,6339.45,0
1782,0,1,0,0,26,1,1,1,0,0,0,0,0,1,0,1,1,66.05,1652.40,0
1783,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,71.65,71.65,1
1784,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,20.35,77.50,1
1785,1,0,1,1,68,1,1,1,0,0,1,1,1,1,1,1,1,92.20,6392.85,0
1786,0,0,0,0,38,1,0,0,1,0,0,1,1,1,0,0,1,84.25,3264.50,1
1787,0,1,1,0,42,1,1,0,1,0,1,0,1,0,1,1,1,105.20,4599.15,0
